lead_id,lead_created_at,source_platform,tracked_campaign,qualified,converted
crm-0119-m-prospect-26,2026-01-19T13:55:00,meta,m-prospect,yes,no
crm-0119-m-prospect-27,2026-01-19T14:02:00,meta,m-prospect,yes,no
crm-0119-m-prospect-28,2026-01-19T15:09:00,meta,m-prospect,yes,no
crm-0119-m-prospect-29,2026-01-19T16:16:00,meta,m-prospect,yes,no
crm-0119-m-prospect-30,2026-01-19T17:23:00,meta,m-prospect,no,no
crm-0119-m-prospect-31,2026-01-19T08:30:00,meta,m-prospect,no,no
crm-0119-m-prospect-32,2026-01-19T09:37:00,meta,m-prospect,no,no
crm-0119-m-prospect-33,2026-01-19T10:44:00,meta,m-prospect,no,no
crm-0119-m-prospect-34,2026-01-19T11:51:00,meta,m-prospect,no,no
crm-0119-m-prospect-35,2026-01-19T12:58:00,meta,m-prospect,no,no
crm-0119-m-prospect-36,2026-01-19T13:05:00,meta,m-prospect,no,no
crm-0119-m-prospect-37,2026-01-19T14:12:00,meta,m-prospect,no,no
crm-0119-m-prospect-38,2026-01-19T15:19:00,meta,m-prospect,no,no
crm-0119-m-prospect-39,2026-01-19T16:26:00,meta,m-prospect,no,no
crm-0119-m-prospect-40,2026-01-19T17:33:00,meta,m-prospect,no,no
crm-0119-m-retarget-1,2026-01-19T08:00:00,meta,m-retarget,yes,yes
crm-0119-m-retarget-2,2026-01-19T09:07:00,meta,m-retarget,yes,yes
crm-0119-m-retarget-3,2026-01-19T10:14:00,meta,m-retarget,yes,yes
crm-0119-m-retarget-4,2026-01-19T11:21:00,meta,m-retarget,yes,yes
crm-0119-m-retarget-5,2026-01-19T12:28:00,meta,m-retarget,yes,yes
crm-0119-m-retarget-6,2026-01-19T13:35:00,meta,m-retarget,yes,no
crm-0119-m-retarget-7,2026-01-19T14:42:00,meta,m-retarget,yes,no
crm-0119-m-retarget-8,2026-01-19T15:49:00,meta,m-retarget,yes,no
crm-0119-m-retarget-9,2026-01-19T16:56:00,meta,m-retarget,yes,no
crm-0119-m-retarget-10,2026-01-19T17:03:00,meta,m-retarget,yes,no
crm-0119-m-retarget-11,2026-01-19T08:10:00,meta,m-retarget,yes,no
crm-0119-m-retarget-12,2026-01-19T09:17:00,meta,m-retarget,yes,no
crm-0119-m-retarget-13,2026-01-19T10:24:00,meta,m-retarget,yes,no
crm-0119-m-retarget-14,2026-01-19T11:31:00,meta,m-retarget,yes,no
crm-0119-m-retarget-15,2026-01-19T12:38:00,meta,m-retarget,yes,no
crm-0119-m-retarget-16,2026-01-19T13:45:00,meta,m-retarget,yes,no
crm-0119-m-retarget-17,2026-01-19T14:52:00,meta,m-retarget,yes,no
crm-0119-m-retarget-18,2026-01-19T15:59:00,meta,m-retarget,yes,no
crm-0119-m-retarget-19,2026-01-19T16:06:00,meta,m-retarget,yes,no
crm-0119-m-retarget-20,2026-01-19T17:13:00,meta,m-retarget,yes,no
crm-0119-m-retarget-21,2026-01-19T08:20:00,meta,m-retarget,yes,no
crm-0119-m-retarget-22,2026-01-19T09:27:00,meta,m-retarget,no,no
crm-0119-m-retarget-23,2026-01-19T10:34:00,meta,m-retarget,no,no
crm-0119-m-retarget-24,2026-01-19T11:41:00,meta,m-retarget,no,no
crm-0119-m-retarget-25,2026-01-19T12:48:00,meta,m-retarget,no,no
crm-0119-m-retarget-26,2026-01-19T13:55:00,meta,m-retarget,no,no
crm-0119-m-retarget-27,2026-01-19T14:02:00,meta,m-retarget,no,no
crm-0119-m-retarget-28,2026-01-19T15:09:00,meta,m-retarget,no,no
crm-0119-m-retarget-29,2026-01-19T16:16:00,meta,m-retarget,no,no
crm-0119-m-retarget-30,2026-01-19T17:23:00,meta,m-retarget,no,no
crm-0126-g-brand-1,2026-01-26T08:00:00,google,g-brand,yes,yes
crm-0126-g-brand-2,2026-01-26T09:07:00,google,g-brand,yes,yes
crm-0126-g-brand-3,2026-01-26T10:14:00,google,g-brand,yes,yes
crm-0126-g-brand-4,2026-01-26T11:21:00,google,g-brand,yes,no
crm-0126-g-brand-5,2026-01-26T12:28:00,google,g-brand,yes,no
crm-0126-g-brand-6,2026-01-26T13:35:00,google,g-brand,yes,no
crm-0126-g-brand-7,2026-01-26T14:42:00,google,g-brand,yes,no
crm-0126-g-brand-8,2026-01-26T15:49:00,google,g-brand,yes,no
crm-0126-g-brand-9,2026-01-26T16:56:00,google,g-brand,yes,no
crm-0126-g-brand-10,2026-01-26T17:03:00,google,g-brand,yes,no
crm-0126-g-brand-11,2026-01-26T08:10:00,google,g-brand,no,no
crm-0126-g-brand-12,2026-01-26T09:17:00,google,g-brand,no,no
crm-0126-g-brand-13,2026-01-26T10:24:00,google,g-brand,no,no
crm-0126-g-brand-14,2026-01-26T11:31:00,google,g-brand,no,no
crm-0126-g-brand-15,2026-01-26T12:38:00,google,g-brand,no,no
crm-0126-g-brand-16,2026-01-26T13:45:00,google,g-brand,no,no
crm-0126-g-brand-17,2026-01-26T14:52:00,google,g-brand,no,no
crm-0126-g-brand-18,2026-01-26T15:59:00,google,g-brand,no,no
crm-0126-g-brand-19,2026-01-26T16:06:00,google,g-brand,no,no
crm-0126-g-brand-20,2026-01-26T17:13:00,google,g-brand,no,no
crm-0126-g-brand-21,2026-01-26T08:20:00,google,g-brand,no,no
crm-0126-g-brand-22,2026-01-26T09:27:00,google,g-brand,no,no
crm-0126-g-brand-23,2026-01-26T10:34:00,google,g-brand,no,no
crm-0126-g-brand-24,2026-01-26T11:41:00,google,g-brand,no,no
crm-0126-g-brand-25,2026-01-26T12:48:00,google,g-brand,no,no
crm-0126-g-brand-26,2026-01-26T13:55:00,google,g-brand,no,no
crm-0126-g-nonbrand-1,2026-01-26T08:00:00,google,g-nonbrand,yes,yes
crm-0126-g-nonbrand-2,2026-01-26T09:07:00,google,g-nonbrand,yes,yes
crm-0126-g-nonbrand-3,2026-01-26T10:14:00,google,g-nonbrand,yes,yes
crm-0126-g-nonbrand-4,2026-01-26T11:21:00,google,g-nonbrand,yes,yes
crm-0126-g-nonbrand-5,2026-01-26T12:28:00,google,g-nonbrand,yes,yes
crm-0126-g-nonbrand-6,2026-01-26T13:35:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-7,2026-01-26T14:42:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-8,2026-01-26T15:49:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-9,2026-01-26T16:56:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-10,2026-01-26T17:03:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-11,2026-01-26T08:10:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-12,2026-01-26T09:17:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-13,2026-01-26T10:24:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-14,2026-01-26T11:31:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-15,2026-01-26T12:38:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-16,2026-01-26T13:45:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-17,2026-01-26T14:52:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-18,2026-01-26T15:59:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-19,2026-01-26T16:06:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-20,2026-01-26T17:13:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-21,2026-01-26T08:20:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-22,2026-01-26T09:27:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-23,2026-01-26T10:34:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-24,2026-01-26T11:41:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-25,2026-01-26T12:48:00,google,g-nonbrand,yes,no
crm-0126-g-nonbrand-26,2026-01-26T13:55:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-27,2026-01-26T14:02:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-28,2026-01-26T15:09:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-29,2026-01-26T16:16:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-30,2026-01-26T17:23:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-31,2026-01-26T08:30:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-32,2026-01-26T09:37:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-33,2026-01-26T10:44:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-34,2026-01-26T11:51:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-35,2026-01-26T12:58:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-36,2026-01-26T13:05:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-37,2026-01-26T14:12:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-38,2026-01-26T15:19:00,google,g-nonbrand,no,no
crm-0126-g-nonbrand-39,2026-01-26T16:26:00,google,g-nonbrand,no,no
crm-0126-m-prospect-1,2026-01-26T08:00:00,meta,m-prospect,yes,yes
crm-0126-m-prospect-2,2026-01-26T09:07:00,meta,m-prospect,yes,yes
crm-0126-m-prospect-3,2026-01-26T10:14:00,meta,m-prospect,yes,yes
crm-0126-m-prospect-4,2026-01-26T11:21:00,meta,m-prospect,yes,yes
crm-0126-m-prospect-5,2026-01-26T12:28:00,meta,m-prospect,yes,yes
crm-0126-m-prospect-6,2026-01-26T13:35:00,meta,m-prospect,yes,no
crm-0126-m-prospect-7,2026-01-26T14:42:00,meta,m-prospect,yes,no
crm-0126-m-prospect-8,2026-01-26T15:49:00,meta,m-prospect,yes,no
crm-0126-m-prospect-9,2026-01-26T16:56:00,meta,m-prospect,yes,no
crm-0126-m-prospect-10,2026-01-26T17:03:00,meta,m-prospect,yes,no
crm-0126-m-prospect-11,2026-01-26T08:10:00,meta,m-prospect,yes,no
crm-0126-m-prospect-12,2026-01-26T09:17:00,meta,m-prospect,yes,no
crm-0126-m-prospect-13,2026-01-26T10:24:00,meta,m-prospect,yes,no
crm-0126-m-prospect-14,2026-01-26T11:31:00,meta,m-prospect,yes,no
crm-0126-m-prospect-15,2026-01-26T12:38:00,meta,m-prospect,yes,no
crm-0126-m-prospect-16,2026-01-26T13:45:00,meta,m-prospect,yes,no
crm-0126-m-prospect-17,2026-01-26T14:52:00,meta,m-prospect,yes,no
crm-0126-m-prospect-18,2026-01-26T15:59:00,meta,m-prospect,yes,no
crm-0126-m-prospect-19,2026-01-26T16:06:00,meta,m-prospect,yes,no
crm-0126-m-prospect-20,2026-01-26T17:13:00,meta,m-prospect,yes,no
crm-0126-m-prospect-21,2026-01-26T08:20:00,meta,m-prospect,yes,no
crm-0126-m-prospect-22,2026-01-26T09:27:00,meta,m-prospect,yes,no
crm-0126-m-prospect-23,2026-01-26T10:34:00,meta,m-prospect,yes,no
crm-0126-m-prospect-24,2026-01-26T11:41:00,meta,m-prospect,yes,no
crm-0126-m-prospect-25,2026-01-26T12:48:00,meta,m-prospect,yes,no
crm-0126-m-prospect-26,2026-01-26T13:55:00,meta,m-prospect,yes,no
crm-0126-m-prospect-27,2026-01-26T14:02:00,meta,m-prospect,no,no
crm-0126-m-prospect-28,2026-01-26T15:09:00,meta,m-prospect,no,no
crm-0126-m-prospect-29,2026-01-26T16:16:00,meta,m-prospect,no,no
crm-0126-m-prospect-30,2026-01-26T17:23:00,meta,m-prospect,no,no
crm-0126-m-prospect-31,2026-01-26T08:30:00,meta,m-prospect,no,no
crm-0126-m-prospect-32,2026-01-26T09:37:00,meta,m-prospect,no,no
crm-0126-m-prospect-33,2026-01-26T10:44:00,meta,m-prospect,no,no
crm-0126-m-prospect-34,2026-01-26T11:51:00,meta,m-prospect,no,no
crm-0126-m-prospect-35,2026-01-26T12:58:00,meta,m-prospect,no,no
crm-0126-m-prospect-36,2026-01-26T13:05:00,meta,m-prospect,no,no
crm-0126-m-prospect-37,2026-01-26T14:12:00,meta,m-prospect,no,no
crm-0126-m-prospect-38,2026-01-26T15:19:00,meta,m-prospect,no,no
crm-0126-m-prospect-39,2026-01-26T16:26:00,meta,m-prospect,no,no
crm-0126-m-prospect-40,2026-01-26T17:33:00,meta,m-prospect,no,no
crm-0126-m-retarget-1,2026-01-26T08:00:00,meta,m-retarget,yes,yes
crm-0126-m-retarget-2,2026-01-26T09:07:00,meta,m-retarget,yes,yes
crm-0126-m-retarget-3,2026-01-26T10:14:00,meta,m-retarget,yes,yes
crm-0126-m-retarget-4,2026-01-26T11:21:00,meta,m-retarget,yes,yes
crm-0126-m-retarget-5,2026-01-26T12:28:00,meta,m-retarget,yes,yes
crm-0126-m-retarget-6,2026-01-26T13:35:00,meta,m-retarget,yes,no
crm-0126-m-retarget-7,2026-01-26T14:42:00,meta,m-retarget,yes,no
crm-0126-m-retarget-8,2026-01-26T15:49:00,meta,m-retarget,yes,no
crm-0126-m-retarget-9,2026-01-26T16:56:00,meta,m-retarget,yes,no
crm-0126-m-retarget-10,2026-01-26T17:03:00,meta,m-retarget,yes,no
crm-0126-m-retarget-11,2026-01-26T08:10:00,meta,m-retarget,yes,no
crm-0126-m-retarget-12,2026-01-26T09:17:00,meta,m-retarget,yes,no
crm-0126-m-retarget-13,2026-01-26T10:24:00,meta,m-retarget,yes,no
crm-0126-m-retarget-14,2026-01-26T11:31:00,meta,m-retarget,yes,no
crm-0126-m-retarget-15,2026-01-26T12:38:00,meta,m-retarget,yes,no
crm-0126-m-retarget-16,2026-01-26T13:45:00,meta,m-retarget,yes,no
crm-0126-m-retarget-17,2026-01-26T14:52:00,meta,m-retarget,yes,no
crm-0126-m-retarget-18,2026-01-26T15:59:00,meta,m-retarget,yes,no
crm-0126-m-retarget-19,2026-01-26T16:06:00,meta,m-retarget,yes,no
crm-0126-m-retarget-20,2026-01-26T17:13:00,meta,m-retarget,yes,no
crm-0126-m-retarget-21,2026-01-26T08:20:00,meta,m-retarget,yes,no
crm-0126-m-retarget-22,2026-01-26T09:27:00,meta,m-retarget,no,no
crm-0126-m-retarget-23,2026-01-26T10:34:00,meta,m-retarget,no,no
crm-0126-m-retarget-24,2026-01-26T11:41:00,meta,m-retarget,no,no
crm-0126-m-retarget-25,2026-01-26T12:48:00,meta,m-retarget,no,no
crm-0126-m-retarget-26,2026-01-26T13:55:00,meta,m-retarget,no,no
crm-0126-m-retarget-27,2026-01-26T14:02:00,meta,m-retarget,no,no
crm-0126-m-retarget-28,2026-01-26T15:09:00,meta,m-retarget,no,no
crm-0126-m-retarget-29,2026-01-26T16:16:00,meta,m-retarget,no,no
crm-0126-m-retarget-30,2026-01-26T17:23:00,meta,m-retarget,no,no
crm-0126-m-retarget-31,2026-01-26T08:30:00,meta,m-retarget,no,no
crm-0202-g-brand-1,2026-02-02T08:00:00,google,g-brand,yes,yes
crm-0202-g-brand-2,2026-02-02T09:07:00,google,g-brand,yes,yes
crm-0202-g-brand-3,2026-02-02T10:14:00,google,g-brand,yes,yes
crm-0202-g-brand-4,2026-02-02T11:21:00,google,g-brand,yes,no
crm-0202-g-brand-5,2026-02-02T12:28:00,google,g-brand,yes,no
crm-0202-g-brand-6,2026-02-02T13:35:00,google,g-brand,yes,no
crm-0202-g-brand-7,2026-02-02T14:42:00,google,g-brand,yes,no
crm-0202-g-brand-8,2026-02-02T15:49:00,google,g-brand,yes,no
crm-0202-g-brand-9,2026-02-02T16:56:00,google,g-brand,yes,no
crm-0202-g-brand-10,2026-02-02T17:03:00,google,g-brand,yes,no
crm-0202-g-brand-11,2026-02-02T08:10:00,google,g-brand,no,no
crm-0202-g-brand-12,2026-02-02T09:17:00,google,g-brand,no,no
crm-0202-g-brand-13,2026-02-02T10:24:00,google,g-brand,no,no
crm-0202-g-brand-14,2026-02-02T11:31:00,google,g-brand,no,no
crm-0202-g-brand-15,2026-02-02T12:38:00,google,g-brand,no,no
crm-0202-g-brand-16,2026-02-02T13:45:00,google,g-brand,no,no
crm-0202-g-brand-17,2026-02-02T14:52:00,google,g-brand,no,no
crm-0202-g-brand-18,2026-02-02T15:59:00,google,g-brand,no,no
crm-0202-g-brand-19,2026-02-02T16:06:00,google,g-brand,no,no
crm-0202-g-brand-20,2026-02-02T17:13:00,google,g-brand,no,no
crm-0202-g-brand-21,2026-02-02T08:20:00,google,g-brand,no,no
crm-0202-g-brand-22,2026-02-02T09:27:00,google,g-brand,no,no
crm-0202-g-brand-23,2026-02-02T10:34:00,google,g-brand,no,no
crm-0202-g-brand-24,2026-02-02T11:41:00,google,g-brand,no,no
crm-0202-g-brand-25,2026-02-02T12:48:00,google,g-brand,no,no
crm-0202-g-brand-26,2026-02-02T13:55:00,google,g-brand,no,no
crm-0202-g-nonbrand-1,2026-02-02T08:00:00,google,g-nonbrand,yes,yes
crm-0202-g-nonbrand-2,2026-02-02T09:07:00,google,g-nonbrand,yes,yes
crm-0202-g-nonbrand-3,2026-02-02T10:14:00,google,g-nonbrand,yes,yes
crm-0202-g-nonbrand-4,2026-02-02T11:21:00,google,g-nonbrand,yes,yes
crm-0202-g-nonbrand-5,2026-02-02T12:28:00,google,g-nonbrand,yes,yes
crm-0202-g-nonbrand-6,2026-02-02T13:35:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-7,2026-02-02T14:42:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-8,2026-02-02T15:49:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-9,2026-02-02T16:56:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-10,2026-02-02T17:03:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-11,2026-02-02T08:10:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-12,2026-02-02T09:17:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-13,2026-02-02T10:24:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-14,2026-02-02T11:31:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-15,2026-02-02T12:38:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-16,2026-02-02T13:45:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-17,2026-02-02T14:52:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-18,2026-02-02T15:59:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-19,2026-02-02T16:06:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-20,2026-02-02T17:13:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-21,2026-02-02T08:20:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-22,2026-02-02T09:27:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-23,2026-02-02T10:34:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-24,2026-02-02T11:41:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-25,2026-02-02T12:48:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-26,2026-02-02T13:55:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-27,2026-02-02T14:02:00,google,g-nonbrand,yes,no
crm-0202-g-nonbrand-28,2026-02-02T15:09:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-29,2026-02-02T16:16:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-30,2026-02-02T17:23:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-31,2026-02-02T08:30:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-32,2026-02-02T09:37:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-33,2026-02-02T10:44:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-34,2026-02-02T11:51:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-35,2026-02-02T12:58:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-36,2026-02-02T13:05:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-37,2026-02-02T14:12:00,google,g-nonbrand,no,no
crm-0202-g-nonbrand-38,2026-02-02T15:19:00,google,g-nonbrand,no,no
crm-0202-m-prospect-1,2026-02-02T08:00:00,meta,m-prospect,yes,yes
crm-0202-m-prospect-2,2026-02-02T09:07:00,meta,m-prospect,yes,yes
crm-0202-m-prospect-3,2026-02-02T10:14:00,meta,m-prospect,yes,yes
crm-0202-m-prospect-4,2026-02-02T11:21:00,meta,m-prospect,yes,yes
crm-0202-m-prospect-5,2026-02-02T12:28:00,meta,m-prospect,yes,yes
crm-0202-m-prospect-6,2026-02-02T13:35:00,meta,m-prospect,yes,no
crm-0202-m-prospect-7,2026-02-02T14:42:00,meta,m-prospect,yes,no
crm-0202-m-prospect-8,2026-02-02T15:49:00,meta,m-prospect,yes,no
crm-0202-m-prospect-9,2026-02-02T16:56:00,meta,m-prospect,yes,no
crm-0202-m-prospect-10,2026-02-02T17:03:00,meta,m-prospect,yes,no
crm-0202-m-prospect-11,2026-02-02T08:10:00,meta,m-prospect,yes,no
crm-0202-m-prospect-12,2026-02-02T09:17:00,meta,m-prospect,yes,no
crm-0202-m-prospect-13,2026-02-02T10:24:00,meta,m-prospect,yes,no
crm-0202-m-prospect-14,2026-02-02T11:31:00,meta,m-prospect,yes,no
crm-0202-m-prospect-15,2026-02-02T12:38:00,meta,m-prospect,yes,no
crm-0202-m-prospect-16,2026-02-02T13:45:00,meta,m-prospect,yes,no
crm-0202-m-prospect-17,2026-02-02T14:52:00,meta,m-prospect,yes,no
crm-0202-m-prospect-18,2026-02-02T15:59:00,meta,m-prospect,yes,no
crm-0202-m-prospect-19,2026-02-02T16:06:00,meta,m-prospect,yes,no
crm-0202-m-prospect-20,2026-02-02T17:13:00,meta,m-prospect,yes,no
crm-0202-m-prospect-21,2026-02-02T08:20:00,meta,m-prospect,yes,no
crm-0202-m-prospect-22,2026-02-02T09:27:00,meta,m-prospect,yes,no
crm-0202-m-prospect-23,2026-02-02T10:34:00,meta,m-prospect,yes,no
crm-0202-m-prospect-24,2026-02-02T11:41:00,meta,m-prospect,yes,no
crm-0202-m-prospect-25,2026-02-02T12:48:00,meta,m-prospect,no,no
crm-0202-m-prospect-26,2026-02-02T13:55:00,meta,m-prospect,no,no
crm-0202-m-prospect-27,2026-02-02T14:02:00,meta,m-prospect,no,no
crm-0202-m-prospect-28,2026-02-02T15:09:00,meta,m-prospect,no,no
crm-0202-m-prospect-29,2026-02-02T16:16:00,meta,m-prospect,no,no
crm-0202-m-prospect-30,2026-02-02T17:23:00,meta,m-prospect,no,no
crm-0202-m-prospect-31,2026-02-02T08:30:00,meta,m-prospect,no,no
crm-0202-m-prospect-32,2026-02-02T09:37:00,meta,m-prospect,no,no
crm-0202-m-prospect-33,2026-02-02T10:44:00,meta,m-prospect,no,no
crm-0202-m-prospect-34,2026-02-02T11:51:00,meta,m-prospect,no,no
crm-0202-m-prospect-35,2026-02-02T12:58:00,meta,m-prospect,no,no
crm-0202-m-prospect-36,2026-02-02T13:05:00,meta,m-prospect,no,no
crm-0202-m-prospect-37,2026-02-02T14:12:00,meta,m-prospect,no,no
crm-0202-m-prospect-38,2026-02-02T15:19:00,meta,m-prospect,no,no
crm-0202-m-prospect-39,2026-02-02T16:26:00,meta,m-prospect,no,no
crm-0202-m-prospect-40,2026-02-02T17:33:00,meta,m-prospect,no,no
crm-0202-m-prospect-41,2026-02-02T08:40:00,meta,m-prospect,no,no
crm-0202-m-retarget-1,2026-02-02T08:00:00,meta,m-retarget,yes,yes
crm-0202-m-retarget-2,2026-02-02T09:07:00,meta,m-retarget,yes,yes
crm-0202-m-retarget-3,2026-02-02T10:14:00,meta,m-retarget,yes,yes
crm-0202-m-retarget-4,2026-02-02T11:21:00,meta,m-retarget,yes,yes
crm-0202-m-retarget-5,2026-02-02T12:28:00,meta,m-retarget,yes,yes
crm-0202-m-retarget-6,2026-02-02T13:35:00,meta,m-retarget,yes,no
crm-0202-m-retarget-7,2026-02-02T14:42:00,meta,m-retarget,yes,no
crm-0202-m-retarget-8,2026-02-02T15:49:00,meta,m-retarget,yes,no
crm-0202-m-retarget-9,2026-02-02T16:56:00,meta,m-retarget,yes,no
crm-0202-m-retarget-10,2026-02-02T17:03:00,meta,m-retarget,yes,no
crm-0202-m-retarget-11,2026-02-02T08:10:00,meta,m-retarget,yes,no
crm-0202-m-retarget-12,2026-02-02T09:17:00,meta,m-retarget,yes,no
crm-0202-m-retarget-13,2026-02-02T10:24:00,meta,m-retarget,yes,no
crm-0202-m-retarget-14,2026-02-02T11:31:00,meta,m-retarget,yes,no
crm-0202-m-retarget-15,2026-02-02T12:38:00,meta,m-retarget,yes,no
crm-0202-m-retarget-16,2026-02-02T13:45:00,meta,m-retarget,yes,no
crm-0202-m-retarget-17,2026-02-02T14:52:00,meta,m-retarget,yes,no
crm-0202-m-retarget-18,2026-02-02T15:59:00,meta,m-retarget,yes,no
crm-0202-m-retarget-19,2026-02-02T16:06:00,meta,m-retarget,yes,no
crm-0202-m-retarget-20,2026-02-02T17:13:00,meta,m-retarget,yes,no
crm-0202-m-retarget-21,2026-02-02T08:20:00,meta,m-retarget,yes,no
crm-0202-m-retarget-22,2026-02-02T09:27:00,meta,m-retarget,no,no
crm-0202-m-retarget-23,2026-02-02T10:34:00,meta,m-retarget,no,no
crm-0202-m-retarget-24,2026-02-02T11:41:00,meta,m-retarget,no,no
crm-0202-m-retarget-25,2026-02-02T12:48:00,meta,m-retarget,no,no
crm-0202-m-retarget-26,2026-02-02T13:55:00,meta,m-retarget,no,no
crm-0202-m-retarget-27,2026-02-02T14:02:00,meta,m-retarget,no,no
crm-0202-m-retarget-28,2026-02-02T15:09:00,meta,m-retarget,no,no
crm-0202-m-retarget-29,2026-02-02T16:16:00,meta,m-retarget,no,no
crm-0202-m-retarget-30,2026-02-02T17:23:00,meta,m-retarget,no,no
crm-0202-m-retarget-31,2026-02-02T08:30:00,meta,m-retarget,no,no
crm-0209-g-brand-1,2026-02-09T08:00:00,google,g-brand,yes,yes
crm-0209-g-brand-2,2026-02-09T09:07:00,google,g-brand,yes,yes
crm-0209-g-brand-3,2026-02-09T10:14:00,google,g-brand,yes,yes
crm-0209-g-brand-4,2026-02-09T11:21:00,google,g-brand,yes,no
crm-0209-g-brand-5,2026-02-09T12:28:00,google,g-brand,yes,no
crm-0209-g-brand-6,2026-02-09T13:35:00,google,g-brand,yes,no
crm-0209-g-brand-7,2026-02-09T14:42:00,google,g-brand,yes,no
crm-0209-g-brand-8,2026-02-09T15:49:00,google,g-brand,yes,no
crm-0209-g-brand-9,2026-02-09T16:56:00,google,g-brand,yes,no
crm-0209-g-brand-10,2026-02-09T17:03:00,google,g-brand,yes,no
crm-0209-g-brand-11,2026-02-09T08:10:00,google,g-brand,no,no
crm-0209-g-brand-12,2026-02-09T09:17:00,google,g-brand,no,no
crm-0209-g-brand-13,2026-02-09T10:24:00,google,g-brand,no,no
crm-0209-g-brand-14,2026-02-09T11:31:00,google,g-brand,no,no
crm-0209-g-brand-15,2026-02-09T12:38:00,google,g-brand,no,no
crm-0209-g-brand-16,2026-02-09T13:45:00,google,g-brand,no,no
crm-0209-g-brand-17,2026-02-09T14:52:00,google,g-brand,no,no
crm-0209-g-brand-18,2026-02-09T15:59:00,google,g-brand,no,no
crm-0209-g-brand-19,2026-02-09T16:06:00,google,g-brand,no,no
crm-0209-g-brand-20,2026-02-09T17:13:00,google,g-brand,no,no
crm-0209-g-brand-21,2026-02-09T08:20:00,google,g-brand,no,no
crm-0209-g-brand-22,2026-02-09T09:27:00,google,g-brand,no,no
crm-0209-g-brand-23,2026-02-09T10:34:00,google,g-brand,no,no
crm-0209-g-brand-24,2026-02-09T11:41:00,google,g-brand,no,no
crm-0209-g-brand-25,2026-02-09T12:48:00,google,g-brand,no,no
crm-0209-g-brand-26,2026-02-09T13:55:00,google,g-brand,no,no
